,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,score_proba
19666,30,43000,RENT,1.0,MEDICAL,A,3200,8.0,0.07,N,5,0,0.08121535074912593
2782,23,57000,RENT,0.0,EDUCATION,C,12000,,0.21,N,4,0,0.17727167648073672
13842,23,96260,MORTGAGE,,EDUCATION,D,25200,15.65,0.26,N,2,0,0.33319398690375046
12664,23,84000,MORTGAGE,7.0,VENTURE,B,25000,12.53,0.3,N,2,0,0.04844637722870157
22185,28,47000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,8.88,0.13,N,6,1,0.08957125741141622
32363,52,85000,RENT,1.0,DEBTCONSOLIDATION,B,11000,12.42,0.13,N,25,0,0.14883404446323614
21202,29,45600,MORTGAGE,7.0,VENTURE,B,9600,10.36,0.21,N,5,0,0.05935884678020408
10820,25,70000,MORTGAGE,4.0,VENTURE,B,6300,10.37,0.09,N,4,0,0.01976949258474655
14253,24,70000,RENT,4.0,EDUCATION,C,14400,12.68,0.21,Y,4,0,0.14866951383277144
16335,23,84000,RENT,0.0,EDUCATION,A,12500,6.54,0.15,N,4,0,0.04440426160257234
21448,27,38000,RENT,1.0,MEDICAL,C,5850,,0.15,N,5,0,0.26365481043819294
28530,28,73200,RENT,2.0,VENTURE,A,12000,8.9,0.16,N,5,0,0.04647260744510438
5537,23,45000,OWN,0.0,VENTURE,C,8000,12.84,0.18,Y,2,0,0.01657944209431564
4130,24,22044,RENT,3.0,HOMEIMPROVEMENT,E,4375,16.4,0.2,Y,3,1,0.9346575049543726
243,23,81600,RENT,1.0,MEDICAL,B,25000,11.36,0.31,N,3,1,0.25465510251101037
18345,35,54996,RENT,12.0,HOMEIMPROVEMENT,A,20000,6.62,0.36,N,9,1,0.4025275876164418
27680,34,160000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7500,,0.05,N,10,0,0.03429752824494342
18812,27,27000,MORTGAGE,5.0,MEDICAL,B,3000,11.14,0.11,N,9,0,0.08702063255817516
5833,22,47000,MORTGAGE,7.0,PERSONAL,C,10600,15.96,0.23,Y,4,0,0.18615691862761144
23695,28,65000,MORTGAGE,2.0,MEDICAL,A,7500,7.29,0.12,N,8,0,0.04444766862079212
90,22,240000,OWN,6.0,PERSONAL,B,25000,,0.1,N,2,0,0.001417031816470663
7616,26,69000,RENT,6.0,EDUCATION,E,6400,16.4,0.09,Y,4,1,0.5205630462506902
12963,24,86000,MORTGAGE,8.0,EDUCATION,A,15000,5.79,0.17,N,3,0,0.01688530113074305
11309,24,55000,RENT,6.0,DEBTCONSOLIDATION,A,10000,8.94,0.18,N,3,0,0.18618900796103058
12278,23,80000,MORTGAGE,8.0,EDUCATION,D,8000,15.58,0.1,N,4,0,0.25756580606431845
3381,23,30000,MORTGAGE,4.0,VENTURE,D,9500,15.31,0.32,N,2,1,0.7995802176095999
196,26,188000,MORTGAGE,10.0,VENTURE,E,20000,17.74,0.11,N,2,1,0.12699041220587673
15315,23,130000,MORTGAGE,4.0,EDUCATION,A,6800,8.49,0.05,N,3,0,0.011423609735079818
20264,27,58000,RENT,2.0,EDUCATION,B,4000,9.67,0.07,N,9,0,0.05310614104785257
11945,22,72000,MORTGAGE,1.0,PERSONAL,C,8500,15.96,0.12,N,2,1,0.07251773952990655
21088,34,45000,MORTGAGE,3.0,MEDICAL,C,5300,13.23,0.12,N,6,0,0.11231491622964987
3283,23,24216,RENT,1.0,EDUCATION,D,3600,16.49,0.15,N,3,1,0.7256201376920092
30220,38,41280,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.61,0.15,Y,17,0,0.32427093553883823
31290,41,37000,OWN,0.0,VENTURE,C,10000,13.79,0.27,Y,13,0,0.043417384126016374
15120,25,122000,MORTGAGE,8.0,PERSONAL,C,10000,13.57,0.08,N,4,0,0.030985479544541804
28778,30,78000,MORTGAGE,1.0,MEDICAL,C,26000,15.96,0.33,Y,5,0,0.22347838532587153
25259,29,47256,RENT,5.0,VENTURE,A,12000,7.29,0.25,N,8,0,0.1162188152126066
17680,25,45600,MORTGAGE,7.0,EDUCATION,C,13000,12.99,0.29,N,2,0,0.19884643423940215
14362,22,105000,MORTGAGE,2.0,VENTURE,E,15000,15.95,0.14,N,3,0,0.24584569638531847
16613,23,116000,RENT,7.0,EDUCATION,A,11000,8.94,0.09,N,2,0,0.02707810408553922
14515,25,32400,RENT,1.0,EDUCATION,C,2000,14.35,0.06,N,2,1,0.09409742647173314
10023,23,65000,OWN,7.0,MEDICAL,C,10000,13.98,0.15,N,4,0,0.02469046238583426
23533,30,43200,RENT,6.0,VENTURE,B,8600,11.36,0.2,N,5,0,0.13201743000700394
2210,22,30000,RENT,4.0,DEBTCONSOLIDATION,E,13250,16.4,0.44,Y,3,1,0.9920998716061914
7452,23,85000,RENT,5.0,MEDICAL,C,6700,15.23,0.08,Y,2,0,0.1481378588853003
11687,23,75000,MORTGAGE,3.0,EDUCATION,A,4900,7.74,0.07,N,4,0,0.01614979801143355
19332,27,15600,RENT,11.0,HOMEIMPROVEMENT,B,2800,10.65,0.18,N,5,1,0.37931396006689094
29162,36,250000,MORTGAGE,2.0,VENTURE,A,4000,7.14,0.02,N,12,0,0.008593918452040267
17740,25,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,9000,11.78,0.12,Y,3,1,0.08325297081477234
14858,26,117000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,7.51,0.05,N,4,0,0.026795397058429423
23634,28,37200,RENT,,HOMEIMPROVEMENT,D,9000,14.59,0.24,Y,8,1,0.9100072547292268
1913,24,53000,RENT,3.0,HOMEIMPROVEMENT,B,2000,10.36,0.04,N,2,0,0.10859890340925733
27392,27,137720,MORTGAGE,6.0,DEBTCONSOLIDATION,A,13000,7.14,0.09,N,9,0,0.021562652014869826
24696,31,75000,MORTGAGE,3.0,EDUCATION,B,12000,10.38,0.16,N,10,0,0.03490752944659787
12781,22,85000,OWN,,EDUCATION,B,4300,,0.05,N,4,0,0.004223860569732604
32072,40,70000,MORTGAGE,6.0,EDUCATION,A,18000,7.9,0.26,N,14,0,0.0443890884318585
22461,30,85000,RENT,14.0,PERSONAL,B,7000,10.65,0.08,N,9,0,0.05323916823667331
13727,23,90000,RENT,4.0,DEBTCONSOLIDATION,C,13000,12.73,0.14,N,2,0,0.17364399414327591
21626,27,40000,RENT,2.0,PERSONAL,B,6000,,0.15,N,9,0,0.15283390183417545
30704,40,62000,MORTGAGE,17.0,DEBTCONSOLIDATION,A,2600,7.66,0.04,N,14,0,0.025918187649293812
10172,24,65158,MORTGAGE,9.0,VENTURE,B,18000,10.25,0.28,N,4,0,0.06174407436591072
18896,32,28672,OWN,5.0,EDUCATION,C,4650,13.22,0.16,Y,5,0,0.021222661320358962
24451,29,72500,MORTGAGE,0.0,PERSONAL,A,30000,7.49,0.41,N,7,0,0.11615973176422795
12101,23,40000,OWN,6.0,EDUCATION,A,3000,7.66,0.07,N,3,0,0.0037631493252502576
24675,33,75000,OWN,5.0,HOMEIMPROVEMENT,A,17000,6.54,0.23,N,5,0,0.01676588135880589
31076,39,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,7.88,0.21,N,14,0,0.06799946468786638
3821,25,32000,RENT,1.0,MEDICAL,B,4000,11.49,0.13,N,4,0,0.21636418391461612
16907,25,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000,9.64,0.32,N,4,0,0.16060215448143625
22519,27,55000,MORTGAGE,8.0,VENTURE,C,7500,12.22,0.14,Y,6,0,0.04194219184418655
14649,21,36000,RENT,3.0,MEDICAL,A,15000,6.62,0.42,N,2,1,0.6933326909665245
12342,23,74000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,12.18,0.34,N,2,1,0.22053687850425643
10561,23,68686,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,,0.09,N,2,0,0.05191051491187801
5276,23,50000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.25,0.1,N,2,0,0.16121815949135557
16952,23,38000,RENT,7.0,PERSONAL,B,12000,11.71,0.32,N,4,1,0.4677345453135711
9119,26,28000,RENT,6.0,EDUCATION,B,5100,11.89,0.18,N,4,0,0.1832240982557068
16241,21,19200,OWN,0.0,MEDICAL,B,2400,9.91,0.13,N,4,0,0.02607140940924216
21123,35,45000,MORTGAGE,2.0,VENTURE,A,1000,,0.02,N,10,0,0.011843572477231444
29978,48,36655,MORTGAGE,,HOMEIMPROVEMENT,B,15000,12.69,0.41,N,16,1,0.6544369736257641
4075,23,80000,RENT,3.0,EDUCATION,D,4000,14.46,0.05,Y,4,0,0.3724018567568203
21011,34,45000,OWN,0.0,VENTURE,A,7000,5.42,0.16,N,5,0,0.005580428209714061
2340,21,31776,MORTGAGE,5.0,VENTURE,A,6000,8.9,0.19,N,3,0,0.05238556507845141
11988,23,72000,MORTGAGE,5.0,EDUCATION,F,19000,,0.26,Y,2,1,0.47640507715708974
23274,28,26400,RENT,7.0,PERSONAL,C,5000,13.11,0.19,Y,6,1,0.30161554673579094
24330,30,66000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000,11.71,0.18,N,6,1,0.11628118396539533
24795,33,84996,RENT,17.0,EDUCATION,A,10000,8.0,0.12,N,10,0,0.03402074900302506
10983,24,42000,RENT,9.0,EDUCATION,A,4200,7.9,0.1,N,2,0,0.050197026739975704
17648,26,105000,MORTGAGE,11.0,MEDICAL,A,5000,8.49,0.05,N,4,0,0.0239108837548028
6054,25,48000,MORTGAGE,6.0,VENTURE,A,3200,6.99,0.07,N,2,0,0.013032606947411264
25105,27,35000,RENT,0.0,EDUCATION,A,12000,7.29,0.34,N,6,1,0.3677361991290138
31948,38,160000,MORTGAGE,12.0,EDUCATION,A,14000,6.62,0.09,N,16,0,0.007226955440823684
19127,31,22800,RENT,3.0,HOMEIMPROVEMENT,A,2400,8.49,0.11,N,8,1,0.1689708462270351
14195,23,101000,MORTGAGE,7.0,PERSONAL,E,20000,17.43,0.2,Y,3,0,0.41038425554161384
898,22,16800,RENT,2.0,EDUCATION,C,1000,13.48,0.06,Y,4,0,0.09280244345061282
12681,23,63250,RENT,1.0,EDUCATION,B,12000,,0.19,N,2,0,0.11560817227068909
7010,26,51000,MORTGAGE,2.0,MEDICAL,A,4000,5.99,0.08,N,4,0,0.034149058667014294
917,26,96000,RENT,6.0,PERSONAL,C,19000,13.22,0.2,Y,2,0,0.1118356669345864
28577,27,62400,MORTGAGE,12.0,MEDICAL,A,12000,5.42,0.19,N,6,0,0.05203676896403887
23556,34,64000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000,6.91,0.13,N,6,0,0.056723200886235475
20357,34,19600,RENT,3.0,PERSONAL,B,4500,10.59,0.23,N,9,1,0.3538237789586226
8427,23,90000,RENT,7.0,EDUCATION,C,7500,11.03,0.08,N,4,0,0.05642252564960636
9065,25,60000,RENT,1.0,VENTURE,A,8000,5.42,0.13,N,2,0,0.03732339787210098
8402,22,57600,MORTGAGE,1.0,PERSONAL,B,6000,10.0,0.1,N,2,0,0.038024192914089205
11776,25,75600,MORTGAGE,2.0,PERSONAL,A,14500,9.63,0.19,N,4,0,0.0413216536818619
740,21,21600,OWN,,VENTURE,A,7125,6.99,0.33,N,3,0,0.05271980599015066
29912,37,95000,RENT,3.0,MEDICAL,A,10000,7.88,0.11,N,13,0,0.0698745327512626
19078,28,33600,RENT,9.0,EDUCATION,C,14000,,0.42,Y,5,1,0.6900346257508851
30089,36,87000,RENT,5.0,MEDICAL,C,5000,13.98,0.06,N,14,0,0.1302332073411683
27872,29,420000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8000,12.73,0.02,N,5,0,0.04633955442458531
20082,28,18000,RENT,,VENTURE,B,4000,11.12,0.22,N,8,1,0.24172382192398958
12387,23,40000,RENT,2.0,DEBTCONSOLIDATION,B,12000,12.18,0.3,N,4,0,0.5857299092145272
29958,50,42000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,10000,14.84,0.24,Y,13,0,0.79379521433283
8858,22,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,6000,,0.11,N,3,1,0.477611189138027
23909,32,67000,OWN,12.0,HOMEIMPROVEMENT,B,20000,11.83,0.3,N,7,0,0.047433735006918755
2260,22,36000,RENT,6.0,DEBTCONSOLIDATION,B,13000,11.14,0.36,N,4,1,0.7101948546789862
25486,33,85000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5000,13.61,0.06,Y,7,0,0.07268518375633896
28969,27,32220,RENT,11.0,MEDICAL,B,17725,11.49,0.55,N,7,1,0.9337690923988796
24181,30,45000,RENT,5.0,PERSONAL,A,10000,7.51,0.22,N,7,0,0.15456191425760787
18884,29,60000,RENT,3.0,EDUCATION,C,1500,12.87,0.03,N,9,0,0.06292731613474047
9238,22,60000,MORTGAGE,6.0,EDUCATION,C,1600,11.66,0.03,N,4,0,0.025243692711689174
29095,31,29000,RENT,14.0,HOMEIMPROVEMENT,C,15075,,0.52,N,7,1,0.9476674886265706
24212,30,45000,RENT,4.0,VENTURE,D,10000,13.36,0.22,N,9,0,0.6710544180703721
12779,23,72000,RENT,7.0,VENTURE,B,12000,9.99,0.17,N,3,0,0.06361799606483745
12424,24,42500,RENT,9.0,PERSONAL,B,12000,11.36,0.28,N,2,0,0.3293080193404815
1015,23,63000,RENT,2.0,EDUCATION,C,18000,13.57,0.29,Y,3,0,0.27103819933584966
20208,33,42000,RENT,2.0,PERSONAL,A,4000,6.39,0.1,N,9,0,0.06331623607512045
29369,44,24000,MORTGAGE,,HOMEIMPROVEMENT,D,7750,15.58,0.32,Y,13,0,0.9355912689391681
8196,24,23196,RENT,1.0,EDUCATION,D,7500,13.24,0.32,N,2,1,0.9273644033802559
20911,28,44004,MORTGAGE,5.0,MEDICAL,C,6000,13.06,0.14,Y,10,0,0.1274005176797004
21756,29,55000,RENT,13.0,DEBTCONSOLIDATION,B,6000,,0.11,N,9,0,0.14883509425501873
3190,21,42500,RENT,0.0,EDUCATION,B,3500,11.86,0.08,N,4,0,0.07447046851489339
20212,27,39480,MORTGAGE,2.0,EDUCATION,C,7200,13.79,0.18,N,8,0,0.10925159140526008
249,23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,0.28,N,2,1,0.8051001176971778
28408,27,48000,RENT,2.0,HOMEIMPROVEMENT,A,4000,6.03,0.08,N,6,1,0.09290640362525301
2169,22,24000,RENT,0.0,DEBTCONSOLIDATION,A,2450,7.9,0.1,N,2,0,0.1467183412429856
1629,25,28000,OWN,4.0,VENTURE,B,12200,12.53,0.44,N,4,0,0.19785464236088662
6042,21,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8325,,0.2,N,2,1,0.17814784955078466
4485,23,34900,MORTGAGE,2.0,MEDICAL,F,4000,,0.11,Y,4,1,0.5531472404148908
21385,33,48000,OWN,2.0,HOMEIMPROVEMENT,A,4750,,0.1,N,8,0,0.015558222328487713
16931,23,11000,OWN,0.0,VENTURE,A,1400,9.32,0.13,N,4,0,0.00896979303914226
26768,28,112000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,11.12,0.13,N,7,0,0.04446144398351994
31343,37,89000,MORTGAGE,3.0,EDUCATION,A,5000,6.91,0.06,N,15,0,0.013156903999610394
4500,26,52000,RENT,6.0,MEDICAL,E,4800,17.99,0.09,N,4,1,0.7474221928608245
32181,37,30000,RENT,7.0,PERSONAL,B,10000,9.25,0.33,N,13,1,0.49793722065121704
8620,25,59436,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7500,6.76,0.13,N,3,0,0.05821603933764149
21056,28,39000,MORTGAGE,13.0,MEDICAL,D,3375,14.83,0.09,N,8,1,0.45281471054786915
32017,36,130000,MORTGAGE,9.0,MEDICAL,B,12000,,0.09,N,14,0,0.028997540187868424
18991,27,132000,RENT,2.0,HOMEIMPROVEMENT,B,15000,11.12,0.11,N,5,0,0.08441033235213295
15845,26,200000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,12000,11.71,0.06,N,2,0,0.028456128228245052
5962,26,43860,RENT,6.0,VENTURE,B,5600,9.63,0.13,N,2,0,0.06879884317933788
12275,23,35000,RENT,3.0,DEBTCONSOLIDATION,B,12000,10.0,0.34,N,4,1,0.6662099638794848
26270,30,100000,MORTGAGE,9.0,MEDICAL,A,12000,8.9,0.12,N,10,0,0.030028780448870914
8368,22,57400,MORTGAGE,0.0,EDUCATION,A,10500,7.75,0.18,N,3,0,0.037845625948585614
13771,24,96000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000,5.99,0.11,N,2,0,0.030218157761215784
18834,28,27500,MORTGAGE,13.0,VENTURE,A,15000,6.54,0.55,N,10,0,0.6427669709044965
2419,24,32000,MORTGAGE,6.0,EDUCATION,A,12250,8.94,0.38,N,4,0,0.30414641397894726
3633,25,19200,RENT,0.0,DEBTCONSOLIDATION,C,3800,14.35,0.2,Y,4,1,0.5582544968022516
15521,25,140004,OTHER,8.0,MEDICAL,C,4500,12.87,0.03,N,4,0,0.068836152449036
30765,36,64973,MORTGAGE,6.0,EDUCATION,B,9000,10.59,0.14,N,13,0,0.03501479742691904
2814,25,34800,MORTGAGE,,DEBTCONSOLIDATION,A,9450,5.99,0.27,N,4,0,0.21783449264790142
11912,24,22000,RENT,8.0,EDUCATION,A,11000,7.51,0.5,N,2,1,0.8254682445256728
22790,31,58000,OWN,15.0,MEDICAL,C,14500,13.06,0.25,N,7,0,0.04535214263959831
6013,25,48000,OWN,0.0,PERSONAL,B,6000,10.65,0.13,N,2,0,0.012455908861460543
19745,29,30720,RENT,2.0,MEDICAL,A,3500,5.99,0.11,N,8,0,0.10935867551995411
10509,23,68000,MORTGAGE,0.0,EDUCATION,A,4000,,0.06,N,4,0,0.020319541294107644
16200,24,48720,RENT,,EDUCATION,C,10000,13.85,0.21,Y,3,0,0.22671745360557985
714,24,72000,RENT,5.0,MEDICAL,B,20000,11.83,0.28,N,2,0,0.2726731820304228
20608,30,148000,RENT,8.0,PERSONAL,D,10000,13.55,0.07,N,9,0,0.34214126867726863
5273,22,50000,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.88,0.1,N,4,0,0.11736821273935451
23770,27,19498,RENT,3.0,HOMEIMPROVEMENT,A,9575,6.62,0.49,N,9,1,0.9253800019629005
24102,28,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,11.71,0.07,N,8,0,0.057744391690735024
18786,28,73000,RENT,3.0,HOMEIMPROVEMENT,C,1000,,0.01,N,7,0,0.10946124947840866
21352,27,144000,RENT,8.0,HOMEIMPROVEMENT,F,5500,19.13,0.04,Y,5,0,0.6999428710651358
6493,25,50000,MORTGAGE,2.0,VENTURE,A,10000,7.9,0.2,N,2,0,0.0387062885422845
12655,22,84000,MORTGAGE,0.0,MEDICAL,A,10000,7.88,0.12,N,3,0,0.03820245606820799
28125,34,130000,MORTGAGE,5.0,PERSONAL,E,5000,17.56,0.04,Y,8,0,0.3021614046023579
19481,31,48605,RENT,0.0,VENTURE,B,12000,,0.25,N,10,0,0.1806171454299451
24904,31,35000,RENT,3.0,MEDICAL,B,11200,11.12,0.32,N,6,1,0.5940368349410231
4406,22,40000,MORTGAGE,1.0,EDUCATION,B,13025,10.14,0.33,N,3,0,0.22851690161727303
4989,22,43000,MORTGAGE,0.0,PERSONAL,B,6650,10.37,0.15,N,3,0,0.0679631107259076
7396,25,53000,OWN,4.0,HOMEIMPROVEMENT,B,7200,9.91,0.14,N,3,0,0.02217725660419545
5028,23,39600,RENT,4.0,MEDICAL,D,5000,14.84,0.13,Y,2,1,0.7460577589710966
24863,35,77268,MORTGAGE,11.0,EDUCATION,C,7500,11.03,0.1,N,7,0,0.029576210669416264
882,22,11220,RENT,,MEDICAL,C,1000,12.99,0.09,N,4,0,0.22849427690589327
31417,44,82000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8400,12.84,0.1,Y,17,1,0.07427098207845191
13743,24,33000,OWN,7.0,VENTURE,A,14000,,0.42,N,2,0,0.1017406443590499
22044,31,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,7.51,0.1,N,8,0,0.049240785575111204
31894,37,74000,RENT,9.0,HOMEIMPROVEMENT,C,19200,12.87,0.26,Y,12,1,0.32413054359028676
31857,36,170000,MORTGAGE,13.0,VENTURE,A,25000,7.51,0.15,N,13,0,0.004151764014420968
27665,27,148000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,28000,12.99,0.19,Y,6,1,0.04041454474838167
10494,26,30720,RENT,4.0,DEBTCONSOLIDATION,B,10000,11.49,0.33,N,3,1,0.6996501265011645
6647,22,50000,MORTGAGE,3.0,PERSONAL,B,6000,11.11,0.12,N,3,0,0.05111328640872933
16304,23,20124,RENT,,MEDICAL,C,5950,13.49,0.3,Y,3,0,0.7351148691530552
22292,28,54000,MORTGAGE,1.0,VENTURE,B,6250,9.99,0.12,N,6,0,0.028782848706223222
17550,24,29232,MORTGAGE,1.0,VENTURE,B,11000,11.71,0.38,N,2,0,0.3757468343376926
26973,31,120000,MORTGAGE,15.0,PERSONAL,B,7500,10.99,0.06,N,9,0,0.01860817644528953
8558,21,58800,MORTGAGE,5.0,EDUCATION,D,25000,14.09,0.43,N,2,0,0.8004670077686635
3644,23,108000,RENT,1.0,MEDICAL,C,3800,14.26,0.04,Y,4,0,0.12465326899148294
7859,23,55000,MORTGAGE,1.0,EDUCATION,B,4400,10.59,0.08,N,3,0,0.02814901458543832
14493,24,108000,MORTGAGE,5.0,EDUCATION,D,9950,14.96,0.09,Y,4,0,0.1967796248215951
3328,23,40000,RENT,3.0,DEBTCONSOLIDATION,C,3600,15.96,0.09,Y,4,0,0.2542044151876363
31838,39,156000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,11.89,0.1,N,11,0,0.03450066621343139
5217,23,44400,MORTGAGE,8.0,EDUCATION,C,2500,12.68,0.06,N,3,0,0.03440199802531557
23498,33,57000,MORTGAGE,3.0,EDUCATION,E,10000,15.68,0.18,Y,8,1,0.5037505965643724
23820,27,60000,RENT,7.0,VENTURE,B,9600,10.65,0.16,N,7,0,0.07313706790005613
6120,22,48000,MORTGAGE,6.0,MEDICAL,B,3800,,0.08,N,2,0,0.05594193012917792
20783,31,42000,RENT,3.0,MEDICAL,B,5000,11.86,0.12,N,9,0,0.17947722812221445
2596,25,37000,RENT,2.0,MEDICAL,B,3000,11.71,0.08,N,2,0,0.13766405231319478
28642,28,115000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,7.51,0.04,N,7,0,0.02505454785793837
22222,29,18000,RENT,,VENTURE,B,6400,10.37,0.36,N,5,1,0.5925151140543259
17307,22,62000,MORTGAGE,2.0,PERSONAL,D,7500,13.87,0.12,Y,3,0,0.3556925604026735
20147,30,38400,MORTGAGE,14.0,DEBTCONSOLIDATION,A,16750,7.88,0.44,N,5,0,0.543524162193691
562,26,81000,RENT,10.0,EDUCATION,E,21000,16.95,0.26,Y,3,1,0.684666629493669
31806,40,150000,MORTGAGE,2.0,PERSONAL,C,20000,12.99,0.13,N,14,0,0.02202160975465203
387,23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0.24,N,2,0,0.5523909979581434
8479,22,58000,OWN,6.0,EDUCATION,D,10000,14.83,0.17,N,2,0,0.12111861029379915
17822,25,44000,MORTGAGE,7.0,EDUCATION,B,7500,10.08,0.17,N,4,1,0.05594501646125341
15283,25,129600,MORTGAGE,0.0,PERSONAL,B,3000,11.12,0.02,N,3,0,0.022260310345854295
13425,23,91000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7500,11.97,0.08,Y,2,0,0.061236099807319665
14752,23,114000,MORTGAGE,7.0,EDUCATION,C,8000,12.68,0.07,N,4,0,0.02476144385446715
29103,27,36400,RENT,5.0,EDUCATION,A,9000,7.49,0.25,N,6,0,0.18853755104082517
2060,23,78000,RENT,5.0,EDUCATION,D,2300,17.58,0.03,Y,2,0,0.39838886212740743
360,24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0.14,Y,2,0,0.06080310185848272
24471,27,73000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,13000,6.03,0.18,N,9,0,0.05368596343231843
30613,48,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2500,7.29,0.04,N,11,0,0.03065828674736118
22725,31,65000,RENT,8.0,MEDICAL,B,7500,10.95,0.12,N,10,0,0.13181924222212182
19738,28,25000,RENT,11.0,MEDICAL,A,3500,7.14,0.14,N,10,0,0.14931465367436392
11802,22,76000,MORTGAGE,5.0,VENTURE,B,24000,10.99,0.32,N,2,0,0.06284972553138424
1828,22,29996,MORTGAGE,3.0,EDUCATION,C,5400,12.84,0.18,N,4,0,0.11956137297880663
14044,25,100000,MORTGAGE,9.0,EDUCATION,C,7500,13.99,0.07,N,4,0,0.027159110426493063
5761,23,35000,RENT,5.0,MEDICAL,C,5400,12.84,0.15,N,4,0,0.29120978652566565
4352,24,15000,RENT,3.0,PERSONAL,E,4800,16.95,0.32,N,3,1,0.972906429402194
24823,30,76404,MORTGAGE,14.0,MEDICAL,A,12000,6.54,0.16,N,5,0,0.03777502261271466
18630,32,24600,MORTGAGE,6.0,MEDICAL,A,4800,8.9,0.2,N,7,1,0.14901579387829095
19314,31,32000,MORTGAGE,0.0,MEDICAL,C,2000,13.61,0.06,Y,6,0,0.07699293471396518
20556,31,41053,MORTGAGE,1.0,PERSONAL,A,12000,,0.29,N,7,0,0.1801277595414554
13201,24,90000,MORTGAGE,0.0,MEDICAL,B,13000,12.42,0.14,N,3,0,0.059017144185174314
7384,22,47000,RENT,0.0,VENTURE,B,6550,10.65,0.14,N,2,0,0.0834100070795494
20876,29,62532,RENT,6.0,VENTURE,C,9000,13.49,0.14,N,6,0,0.0912775330550044
2439,25,32000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,8000,13.16,0.25,N,2,0,0.39475445385763713
32044,48,28000,MORTGAGE,7.0,EDUCATION,A,7500,7.74,0.27,N,17,0,0.1260181288232342
7091,24,60000,RENT,0.0,VENTURE,A,7000,7.88,0.12,N,3,0,0.04415740627400313
12593,25,83004,MORTGAGE,9.0,PERSONAL,A,5000,6.76,0.06,N,4,0,0.015562904406994135
15769,23,80000,RENT,2.0,MEDICAL,C,16000,13.85,0.2,N,3,0,0.2355467342270866
7607,24,65000,RENT,1.0,VENTURE,B,6400,9.99,0.1,N,4,0,0.04989515224999504
23043,31,60000,MORTGAGE,15.0,EDUCATION,C,15000,12.68,0.25,N,6,0,0.09493845118239101
13580,22,40000,RENT,0.0,MEDICAL,A,12800,8.9,0.32,N,2,1,0.4860861465143495
4281,24,40000,MORTGAGE,3.0,VENTURE,B,10500,11.36,0.26,N,4,0,0.11269503435337139
9539,24,62400,MORTGAGE,8.0,PERSONAL,A,4000,8.9,0.06,N,4,0,0.01994858413374629
29016,33,58800,RENT,10.0,VENTURE,B,3000,11.49,0.05,N,5,0,0.03559593165753582
7676,25,54000,OWN,5.0,HOMEIMPROVEMENT,B,8000,11.83,0.15,N,3,0,0.026324465878883475
15862,26,200100,MORTGAGE,10.0,PERSONAL,B,30000,11.71,0.15,N,4,0,0.007244853196590071
12924,24,80000,RENT,5.0,MEDICAL,B,12000,12.69,0.15,N,2,0,0.14534867815901428
30778,37,59000,MORTGAGE,11.0,DEBTCONSOLIDATION,E,15000,17.99,0.25,N,12,1,0.8012517961238075
5252,26,44959,MORTGAGE,2.0,PERSONAL,B,10000,11.71,0.22,N,2,0,0.11947994998820236
30596,37,42000,RENT,5.0,DEBTCONSOLIDATION,B,8000,12.69,0.19,N,15,0,0.33149420247856454
